gene_name,C_3_1,C_3_2,C_5_1,C_5_2,F_3_1,F_3_2,F_5_1,F_5_2
P2RY12,0.0,0.101545,0.0,0.0,0.0,0.0,0.0,0.0
IGSF10,0.0,0.0,0.0360221,0.047936,0.0439361,0.0,0.0234767,0.0205977
MRPL42P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC117454.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068647.1,0.0415739,0.039602,0.0,0.0448661,0.0343429,0.0,0.0,0.0363623
AADACP1,0.0,0.0,0.0,0.0,0.2491789999999999,0.0,0.0,0.383031
AC068647.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADAC,0.0618665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCNR1,0.0,0.0,0.0236109,0.0,0.0362542,0.0,0.0,0.0
AC108718.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBNL1,42.5110648066,40.85606636615997,48.82503140000001,43.87925983000001,52.74262400304001,68.914765,50.44865135970001,48.11692419999999
MBNL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM14EP,0.0759702,0.0,0.0,0.0820169,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC026347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092924.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MGP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RY1,0.0287759,0.0,0.0154933,0.0155225,0.011892,0.0244731,0.0141873,0.0251731
HMGN2P13,0.0,0.0,0.0,0.0,0.0,0.490671,0.0,0.0
AC117394.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC117394.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP2B,11.3002,13.151,7.44643,8.39546,13.3146,9.63173,7.85932,9.05818
RN7SL300P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC078788.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC078788.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-901P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P42,0.26229,0.250476,0.0,0.28401,0.0,0.0,0.0,0.0
ARHGEF26-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF26,0.176014,0.438592,0.2007575999999999,0.350772,0.500025,0.085544763,0.306296,0.236175199
DHX36,5.6537046904,5.777249,7.933938,10.97842912,8.85820460885,9.121699,8.66429575276418,10.2215953
RF01210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC134026.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR149,0.0,0.0,0.0,0.0,0.0,0.0140083,0.0,0.0
DDX50P2,0.0887389,0.0,0.0,0.0,0.0,0.0,0.0871679,0.0
AC092994.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLL1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073359.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073359.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MME,50.94735700163017,65.60267,41.366722,52.143057000000006,58.23006973414,44.204286,40.87532930053048,41.4937698
MME-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWORF,0.57302,0.38779,2.7528,2.20038,6.05273,5.53647,14.0182,9.98335
AC104831.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCH1,0.052336,0.0282295770507,0.1526563774204299,0.112942973303,0.121683536,0.1260539178864,0.558834,0.3743736988131
AC108729.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108729.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL715P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCH1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCH1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL6P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104472.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104472.2,0.186819,0.178237,0.1993,0.201961,0.0,0.0,0.0,0.0
C3orf33,2.2915137,2.43089,3.4994431400000003,2.51434172,2.5729070107069,2.621780000592356,3.977966,3.3151420000000003
AC104472.3,0.471108,0.0,0.0,0.347015,0.364527,0.378262,0.0,0.226975
SLC33A1,14.796607537662998,13.520962419660002,10.85868014,11.8129129336,11.8603109,14.2186421,14.855448321,12.936933964
GMPS,37.4662,41.8078,30.51932,31.82843,41.58758,43.77648000000001,40.76736,34.90837
SETP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN2R1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB1,1.4616668901,2.08371799143,1.4571604,1.461267,1.67907400119904,1.593481,0.968839,1.25963
ALG1L15P,0.0,0.0,0.0,0.173815,0.0,0.0,0.0,0.151146
MRE11P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091607.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC084036.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR3,732.35906,643.03827,543.8902100000001,523.25141,566.1460599999999,647.0957199999999,513.96036,511.98691
TIPARP-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIPARP,13.52056,16.508844,15.22496,19.08801,19.9208386,23.02238,17.62292,15.6090313
METTL15P1,0.0,0.0,0.499435,0.0,1.32845,0.922366,0.66852,1.34613
LINC00886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA2G4P4,0.296835,0.292211,0.21715,0.217829,0.0,0.0,0.098422,0.189331
LEKR1,1.3521372,1.373209,1.807081,0.8620720000000001,1.0190279,1.35324229,0.627839,0.956805
KLF3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC117392.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNL1,21.03300402,22.0844981,22.452657,26.5511688,24.4187183,28.20906300664568,27.7036521397,27.165920600000003
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P34,0.543865,0.37018,0.0833753,0.167761,0.425076,0.222959,0.462996,0.203832
AC104411.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP146,0.0,0.0,0.0,0.0,1.80338,0.0,0.0,0.0
AC092944.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092944.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEPH1,13.8205034,15.604148099999998,6.3496796,6.5978782,11.486570533082,9.652386000000002,10.331918,5.4254426
PTX3,16.7838,10.9857,3.20696,2.67483,16.5842,15.0638,7.96169,8.53747
PQLC2L,12.032056769185,9.365439,17.65464111,18.220831,9.836322,10.6128256,14.58318493766,12.21429200163055
AC079943.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079943.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOX2,0.564452,0.5398223,0.29984897,0.6120559999999999,0.5403785,0.6144225,0.548318,1.0973063
RSRC1,28.611428000000004,26.324047,19.644302,17.885692,23.678733775193496,21.5376569,19.489497,16.988106300000002
AC074276.1,0.0,0.0,0.0,0.197337,0.0,0.155723,0.0,0.0
AC074276.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC106707.2,0.0,0.0,0.0,0.384653,0.0,0.0,0.0,0.0
AC106707.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLF1,10.916590272358,9.7232688,9.415506,9.762686,9.091370318437,10.267262,8.701657686199999,8.096944
MTAPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFM1,28.117814499999994,27.6094851,27.716402,27.0762232,26.4497156,22.8209894,26.102738,25.7135115
LXN,0.0,0.135918,0.306513,0.318774,1.62971,1.946654,2.95312,1.772357
AC080013.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC080013.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARRES1,0.333528,1.2950009999999998,1.1024912,1.19121,1.995551,1.017525,3.139489,1.4131
MFSD1,41.690025,46.6133643658526,36.76396017802001,34.6575934,36.132398572962,35.925318999999995,34.9213940170331,29.040883649080005
AC080013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC080013.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC080013.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC080013.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092999.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCJ-SCHIP1,1.900598,0.8913711000000001,0.9450265,1.86581198,0.47965,0.4974766,0.422422,0.508778
IQCJ,0.0693394,0.29389,0.0,0.193413,0.0550231,0.0,0.0,0.102335
MIR3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC063955.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092943.1,0.0,0.112612,0.0,0.0,0.0,0.0,0.0,0.0
IQCJ-SCHIP1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-31P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHIP1,6.1679978177,7.77141547,11.5358449,8.330528600000001,9.736823,7.7990666000000015,7.0092328,6.7396311
IL12A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12A,1.107417,0.899702412584,1.032355,1.3226431,1.498863,1.199798158,1.184624867,0.806179
LINC01100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRD7P2,0.0,0.0,0.0799429,0.0,0.0,0.0,0.0,0.0
C3orf80,0.1806255,0.0326817,0.1936988,0.153332,0.287311,0.0893357,0.27031,0.308634
AC079594.2,0.304019,0.409652,0.393634,0.932331,1.83489,1.40426,0.353126,0.778353
IFT80,4.9171996775,9.9981813,5.51247191649,5.202137760655,6.065704,7.87836,8.616041999999998,4.483784999999999
AC079594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10332
SMC4,63.95465261651687,59.74162187869002,26.888624000000004,36.44783,53.558794000000006,51.0247901,31.11021,31.498288
MIR15B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR16-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM59,11.593622,13.807482,5.088791,7.1569378,10.451567,16.815065,5.1108080000000005,5.236384
B3GAT3P1,0.0,0.0,0.0,0.0,0.0,0.122366,0.0,0.0
RNU7-136P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNA4,10.924002,10.5887,9.33808,10.28832,9.26518,7.23336,9.710278,8.403118
SCARNA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT8P12,7.23514,5.75146,7.56702,5.85201,6.05123,4.56716,5.0451,5.9371
RPL6P8,0.0,0.118107,0.265228,0.0,0.102186,0.0,0.242746,0.216632
ARL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1L,1.2120529000000002,2.585738,3.594581,3.519218,3.689274,1.4922410000000002,2.307198,4.9360955
B3GALNT1,1.168682060143,2.327063876848124,1.2328783779375692,0.8643084501474999,3.0023169034674995,2.6599724168399,2.4695100963565,1.6522541000000002
NMD3,23.265573891640003,25.849384999999995,20.567328,21.494762,25.514972,21.961913000000003,25.626246,23.813728999999995
AC108738.1,0.0,0.0,0.0,0.0,0.0,0.608233,0.0,0.0
EEF1GP4,0.0752886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC1P7,0.0,0.0,0.0,0.0808721,0.0,0.0,0.0,0.0654992
SPTSSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112491.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP42,0.0547738,0.000575987,39.9545,1.03722,9.78639,23.3793,22.4623,7.10214
OTOL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC131211.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMM22P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC128716.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC128685.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-82P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079910.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC084017.1,0.452601,0.161949,0.0,0.0,0.0,0.261035,0.0,0.113152
MIR1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLITRK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCHE,0.2226679,0.88201,1.256577,0.547433,0.548008,0.398501,0.460997,0.511952
MTND4P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND4LP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND3P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO3P38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCUR1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104629.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC072046.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAT1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC072046.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069439.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069439.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP74,0.532176,0.467341,0.521148,0.994571,0.402306,0.209164,0.237786,0.0
ZBBX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI2,0.0,0.137239,0.0,0.0,0.0,0.0,0.0,0.0
WDR49,0.0,0.0,0.0,0.0,0.0,0.0381877,0.0,0.0
PDCD10,22.57984,29.201524177000003,21.410274645721003,21.809816,24.979025,23.378111612358,21.315382000000003,19.985750468000003
HMGN1P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI1,1.11654292664,1.060809,1.366178,1.99129545862,0.779173,1.242950182933,2.584712,1.2463601
LRRC77P,0.0,0.0579758,0.0651097,0.232802,0.0,0.0,0.0,0.188028
AC026353.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEMO1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC128713.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLIM4,47.724963,52.318649,29.683606,34.270608,48.261902,40.62,36.084038,35.162851
EGFEM1P,0.0,0.0396,0.0,0.0,0.0698773,0.0,0.1474515,0.0
AC124893.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-20P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR551B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P43,0.0,0.0,0.0,0.0,0.0,0.0,0.248714,0.0
LINC02082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092954.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092954.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MECOM,0.5735006539813601,0.63080074278399,0.35890857345,0.12228600667108,0.906017,1.36425406643,1.02392060193712,0.5419162
AC074033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P1,21.5501,11.6617,10.6224,9.92045,14.956,8.12504,10.6623,25.631
AC007849.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007849.2,0.0,0.0,0.0,0.0,0.0,0.25932,0.0,0.260278
RNU6-637P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,1.66881,2.57675,1.85459,2.11184,2.23355,2.79285,2.37689,1.91245
AC078802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYNN,10.182715,10.895943499999998,12.489628,10.182057,11.4861616,10.2604563,10.280261,9.798084
AC078795.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC34,2.505877,2.3587368185281,1.689197638,1.394818,1.3545120000000002,0.8458156,0.5796131,0.7047994
AC078795.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC078795.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRIQ4,0.0,0.0995948,0.0,0.0,0.129514,0.0445006,0.0,0.0
LRRC31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD7,0.0,0.0,0.04288450698153,0.042662574569,0.0,0.0340192232734,0.0,0.0
AC008040.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008040.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008040.4,0.27898,0.398725,0.0,0.453878,0.115065,0.0,0.136566,0.243805
SEC62,94.802354,114.06635599999998,108.37714,98.89832,107.410471,94.40041,89.84495199999999,88.58464599999999
SEC62-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR160,0.76937240460513,0.336775,0.959204,0.209078,0.483952,1.080633,1.0514931,0.968642
RNU4-38P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008040.2,0.0,0.0,0.0,0.0,0.0,0.0,0.149206,0.0
PHC3,40.3648667,40.54049,49.546831000000005,38.377839900000005,48.67239549999999,51.5359023,45.93269,45.536563
RNU6-315P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCI,7.5367068,12.83617,4.70116,6.161406,9.9429828,4.419159,4.6757668,5.6636690000000005
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073288.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIL,19.859803300000003,24.719934977,10.39659734,14.6995631251,22.7088584259,21.76075250000001,17.122361749,14.709464
AC073288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN11,7.97141,9.611485,0.931419,1.821591,23.588051,12.844419,10.681713,10.361962
AC026316.4,0.5166,0.783865,0.446574,0.504434,0.506491,0.555333,1.22554,1.37547
MIR6828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A14-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A14,0.5981958,1.7332099,0.8771441,0.0819225,1.3961738,1.6503525,2.7244080000000004,1.3573045
KRT8P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC026316.1,0.0,0.0,0.0,0.0,0.0,0.0,0.593942,0.26717
AC026316.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC026316.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22L1,121.21681,83.32718364,92.48784,93.425498,92.41756,112.899006,73.66271,90.792858
EIF5A2,9.13604,10.261093,9.712413,9.5856712042,10.957872,11.546842,11.271527,11.430776
KLF7P1,0.096378,0.0,0.10332,0.105446,0.0,0.164296,0.0,0.0858061
RNU1-70P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A2,0.0,0.0,0.0,0.0,0.104348,0.0,0.0,0.0
TNIK,1.114975232,1.4523782006,2.41053763523,1.8345841679,2.4697761306020003,2.7688710000000003,1.9483931691,1.973913
MIR569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092919.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092919.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-348P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008134.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLD1,0.795006,0.8320403000000001,3.1098415000000004,1.8948930869333,1.3640200017700002,2.248882,1.1282165,3.2186274
TMEM212,1.26307,1.19734,0.954734,0.963755,2.36838,1.15672,1.57722,1.06938
TMEM212-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM212-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNDC3B,33.5955289,39.6708649,30.4203582,30.198583,32.989487000000004,23.8087403,23.3148029,25.8138199
RPS27AP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL141P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092964.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZW1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700127
GHSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF10,0.0753377,0.210662,0.0,0.0,0.2253262,0.51673400310424,0.5045229999999999,0.63229
AC007919.1,0.0,0.0,0.0,0.0,0.0,0.704129,0.0,0.0
LINC02068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC31A1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCEH1,27.17165,29.493330218565,13.19277,13.95144,15.36622,15.5755452,10.999790421,10.1511200302141
AC007919.2,0.0,0.219746,0.0,0.0,0.0,0.0,0.672543,0.0
RNU6-547P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECT2,20.61507412742118,21.0206,14.218320000000002,18.520039,18.3697172148567,21.61566,18.818369282,14.4207512387773
RF00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MC1P4,0.842564,2.68675,1.49692,0.609823,1.15577,0.960875,0.545985,0.735619
AC108667.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068759.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLGN1,0.214954,0.1152154,0.4049801,0.5024846000000001,1.0522510307742,0.670371,1.088483,1.1595104
AC092967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLGN1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069218.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069218.1,0.0,0.0,0.0,0.305033,0.116254,0.120205,0.276073,0.12316
NAALADL2,3.465542,3.932175,3.300611,2.210469,3.3628466999999995,4.266378,2.1758441,2.7317080000000007
RN7SKP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1B2P8,0.0,0.155358,0.0,0.0,0.0,0.0,0.0,0.0
NAALADL2-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAALADL2-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1233P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-91P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC119744.1,0.0,0.0,0.0,0.0603933,0.0,0.0,0.0,0.0
UBE2V1P2,0.849093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1317P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAALADL2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104640.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P23,0.187971,0.0895521,0.0,0.203104,0.155082,0.0,0.0,0.0
EI24P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC117434.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
